Date,open,high,low,close,volume,a_+10_d,p_+10_d,a_+10_d_diff,p_+10_d_diff
2010-01-04,18.268143683013,18.731266803491,18.249802173291,18.561607838563,2171500.0,,,,
2010-01-05,18.277314437874,18.634973877451,18.277314437874,18.616632367729,1481700.0,,,,
2010-01-06,18.52492481912,18.671656896895,18.488241799676,18.607461612868,2446700.0,,,,
2010-01-07,18.570778593424,18.616632367729,18.24063141843,18.359851231623,2832800.0,,,,
2010-01-08,18.369021986483,18.616632367729,18.231460663569,18.552437083703,1449200.0,,,,
2010-01-11,18.561607838563,18.708339916339,18.43321727051,18.598290858007,1788100.0,,,,
2010-01-12,18.488241799676,18.616632367729,18.176436134404,18.277314437874,1732800.0,,,,
2010-01-13,18.203948398986,18.479071044815,18.112240850377,18.451558780232,2277300.0,,,,
2010-01-14,18.359851231623,18.607461612868,18.277314437874,18.570778593424,1497900.0,,,,
2010-01-15,18.543266328842,18.708339916339,18.369021986483,18.488241799676,2327300.0,,,,
2010-01-19,18.488241799676,18.561607838563,18.378101033796,18.460729535093,1052300.0,,,,
2010-01-20,18.359851231623,18.43321727051,18.057216321211,18.277314437874,1920500.0,,,,
2010-01-21,18.33233896704,18.33233896704,17.332726687196,17.396921971223,4474300.0,,,,
2010-01-22,17.341897442057,17.451946500388,16.764139885817,16.819164414983,3887000.0,,,,
2010-01-25,17.048433286507,17.048433286507,16.736627621234,16.828335169844,2642600.0,,,,
2010-01-26,16.644920072625,16.901701208731,16.59906629832,16.59906629832,2569300.0,,,,
2010-01-27,16.617407808042,16.89253045387,16.589895543459,16.828335169844,3089100.0,,,,
2010-01-28,16.88335969901,17.011750267063,16.626578562903,16.727456866373,1790100.0,,,,
2010-01-29,16.754969130956,16.938384228175,16.49818799485,16.49818799485,3012900.0,,,,
2010-02-01,16.644920072625,17.057604041368,16.553212524015,16.89253045387,4002900.0,,,,
2010-02-02,16.929213473314,17.167653099699,16.874188944149,17.039262531646,1849600.0,,,,
2010-02-03,17.644532352468,17.672044617051,17.167653099699,17.479458764971,6138500.0,,,,
2010-02-04,17.360238951779,17.360238951779,16.809993660122,16.832920547274,3812000.0,,,,
2010-02-05,16.773310640678,17.250189893448,16.773310640678,17.241019138587,2936700.0,,,,
2010-02-08,17.305214422613,17.378580461501,16.49818799485,16.553212524015,4219400.0,,,,
2010-02-09,16.773310640678,16.98423800248,16.562383278876,16.69077384693,5746300.0,,,,
2010-02-10,16.635749317764,16.745798376095,16.433992710823,16.589895543459,3922900.0,,,,
2010-02-11,16.534871014293,16.800822905261,16.49818799485,16.644920072625,3077100.0,,,,
2010-02-12,16.534871014293,16.874280651697,16.388138936518,16.773310640678,4129200.0,,,,
2010-02-16,16.920042718453,17.07594555109,16.754969130956,17.011750267063,3088200.0,,,,
2010-02-17,17.066774796229,17.140140835116,16.855847434427,17.030091776785,2380900.0,,,,
2010-02-18,16.773310640678,17.103457815672,16.773310640678,17.066774796229,2217700.0,,,,
2010-02-19,17.057604041368,17.17682385456,16.956725737897,17.08511630595,2067300.0,,,,
2010-02-22,17.057604041368,17.103457815672,16.975067247619,16.993408757341,1220800.0,,,,
2010-02-23,17.057604041368,17.112628570533,16.865018189288,16.910871963592,2142800.0,,,,
2010-02-24,16.965896492758,17.158482344838,16.837505924705,17.057604041368,2183500.0,,,,
2010-02-25,16.782481395539,17.149311589977,16.764139885817,17.121799325394,1968800.0,,,,
2010-02-26,17.08511630595,17.213506874004,16.929213473314,17.08511630595,1901000.0,,,,
2010-03-01,17.149311589977,17.250189893448,17.030091776785,17.241019138587,1945500.0,,,,
2010-03-02,17.387751216362,17.827947449687,17.378580461501,17.653703107329,3351700.0,,,,
2010-03-03,17.745410655939,17.94716726288,17.66287386219,17.827947449687,2537400.0,,,,
2010-03-04,17.708727636495,18.222289908708,17.708727636495,18.112240850377,3462000.0,,,,
2010-03-05,18.057216321211,18.442388025371,18.057216321211,18.369021986483,3479400.0,,,,
2010-03-08,18.258972928152,18.424046515649,18.112240850377,18.405705005927,2695900.0,,,,
2010-03-09,18.277314437874,18.561607838563,18.249802173291,18.479071044815,2598100.0,,,,
2010-03-10,18.469900289954,18.570778593424,18.369021986483,18.543266328842,3057500.0,,,,
2010-03-11,18.350680476762,18.589120103146,18.350680476762,18.561607838563,1694800.0,,,,
2010-03-12,18.598290858007,18.726681426061,18.561607838563,18.616632367729,1339200.0,,,,
